date,Day,sales,t_media,t_min,umidità_percentuale,weather,holidays,Chievo,Milan,Verona,Inter,Juventus
2017-11-12,Sunday,28,7,5,96,sole,0,0,0,0,0,0
2017-11-14,Tuesday,20,7,3,68,sole,0,0,0,0,0,0
2017-11-15,Wednesday,23,6,0,64,sole,0,0,0,0,0,0
2017-11-16,Thursday,26,9,6,61,sole,0,0,0,0,0,0
2017-11-17,Friday,29,7,1,75,sole,0,0,0,0,0,0
2017-11-18,Saturday,49,7,1,80,sole,0,0,0,0,0,0
2017-11-19,Sunday,25,5,1,86,sole,0,0,0,0,1,0
2017-11-21,Tuesday,28,6,2,73,sole,0,0,0,0,0,0
2017-11-22,Wednesday,23,7,3,76,sole,0,0,0,0,0,0
2017-11-23,Thursday,23,9,5,81,sole,0,0,0,0,0,0
2017-11-24,Friday,27,8,5,83,sole,0,0,0,0,0,0
2017-11-25,Saturday,44,9,8,93,sole,0,1,0,0,0,0
2017-11-26,Sunday,32,7,2,86,sole,0,0,1,0,0,0
2017-11-26,Sunday,32,7,2,86,sole,0,0,0,0,0,1
2017-11-28,Tuesday,28,1,-3,81,sole,0,0,0,0,0,0
2017-11-29,Wednesday,27,4,3,94,sole,0,0,0,0,0,0
2017-11-30,Thursday,20,4,0,86,sole,0,0,0,0,0,0
2017-12-01,Friday,28,3,-2,70,nebbia ,0,0,0,0,0,0
2017-12-02,Saturday,49,5,0,51,sole,0,0,0,0,1,0
2017-12-03,Sunday,32,2,-4,65,sole,0,1,0,0,0,0
2017-12-03,Sunday,32,2,-4,65,sole,0,0,0,0,1,0
2017-12-05,Tuesday,16,1,-4,78,sole,0,0,0,0,0,0
2017-12-06,Wednesday,27,1,-4,83,sole,0,0,0,0,0,0
2017-12-07,Thursday,32,2,-3,81,sole,0,0,0,0,0,0
2017-12-08,Friday,31,4,3,91,sole,Immacolata Concezione,0,0,0,0,0
2017-12-09,Saturday,39,3,-3,80,sole,0,0,0,0,0,0
2017-12-10,Sunday,22,-1,-6,75,neve ,0,0,0,0,0,0
2017-12-12,Tuesday,16,5,1,94,pioggia nebbia ,0,0,0,0,0,0
2017-12-13,Wednesday,21,3,-1,93,nebbia ,0,0,0,0,0,0
2017-12-14,Thursday,27,4,2,94,nebbia ,0,0,0,0,0,0
2017-12-15,Friday,21,4,2,90,nebbia ,0,0,0,0,0,0
2017-12-16,Saturday,42,4,1,84,nebbia ,0,0,0,0,1,0
2017-12-17,Sunday,32,1,-4,88,nebbia ,0,0,1,1,0,0
2017-12-19,Tuesday,23,0,-4,70,sole,0,0,0,0,0,0
2017-12-20,Wednesday,24,0,-3,80,sole,0,0,0,0,0,0
2017-12-21,Thursday,18,-1,-6,85,sole,0,0,0,0,0,0
2017-12-22,Friday,34,0,-4,89,nebbia ,0,1,0,0,0,0
2017-12-23,Saturday,29,1,-4,87,nebbia ,0,0,1,0,0,0
2017-12-23,Saturday,29,1,-4,87,nebbia ,0,0,0,0,0,1
2017-12-24,Sunday,11,2,-3,86,sole,0,0,0,0,0,0
2017-12-26,Tuesday,25,5,3,93,pioggia ,Santo Stefano,0,0,0,0,0
2017-12-27,Wednesday,23,7,4,93,pioggia nebbia ,0,0,0,0,0,0
2017-12-28,Thursday,16,5,2,92,pioggia ,0,0,0,0,0,0
2017-12-29,Friday,14,3,-2,74,sole,0,0,0,0,0,0
2017-12-30,Saturday,31,2,-1,76,sole,0,0,0,1,0,1
2017-12-30,Saturday,31,2,-1,76,sole,0,0,0,0,1,0
2017-12-31,Sunday,10,2,-3,82,sole,Ultimo dell'Anno,0,0,0,0,0
2018-01-02,Tuesday,20,4,0,79,nebbia ,0,0,0,0,0,0
2018-01-03,Wednesday,15,3,-2,83,pioggia ,0,0,0,0,0,0
2018-01-04,Thursday,25,5,1,81,sole,0,0,0,0,0,0
2018-01-05,Friday,27,5,-1,83,sole,0,0,0,0,0,0
2018-01-06,Saturday,26,7,5,88,pioggia ,Epifania,0,0,0,0,0
2018-01-07,Sunday,38,10,7,85,sole,0,0,0,0,0,0
2018-01-09,Tuesday,18,12,8,85,sole,0,0,0,0,0,0
2018-01-10,Wednesday,28,8,3,87,nebbia ,0,0,0,0,0,0
2018-01-11,Thursday,26,7,6,90,nebbia ,0,0,0,0,0,0
2018-01-12,Friday,41,7,0,69,sole,0,0,0,0,0,0
2018-01-13,Saturday,40,5,1,76,sole,0,0,0,0,0,0
2018-01-14,Sunday,37,4,-1,77,sole,0,0,0,0,0,0
2018-01-16,Tuesday,20,4,3,93,pioggia ,0,0,0,0,0,0
2018-01-17,Wednesday,28,6,3,64,nebbia ,0,0,0,0,0,0
2018-01-18,Thursday,27,5,0,57,sole,0,0,0,0,0,0
2018-01-19,Friday,35,3,-2,73,sole,0,0,0,0,0,0
2018-01-20,Saturday,48,3,-1,75,sole,0,0,0,0,0,0
2018-01-21,Sunday,43,5,1,79,sole,0,0,0,0,1,0
2018-01-21,Sunday,43,5,1,79,sole,0,0,0,1,0,0
2018-01-23,Tuesday,27,4,-2,74,sole,0,0,0,0,0,0
2018-01-24,Wednesday,23,4,-1,77,sole,0,0,0,0,0,0
2018-01-25,Thursday,27,4,1,86,sole,0,0,0,0,0,0
2018-01-26,Friday,36,6,4,84,sole,0,0,0,0,0,0
2018-01-27,Saturday,38,8,5,83,sole,0,1,0,0,0,1
2018-01-28,Sunday,40,6,1,87,nebbia ,0,0,1,0,0,0
2018-01-30,Tuesday,21,5,3,95,nebbia ,0,0,0,0,0,0
2018-01-31,Wednesday,22,6,5,95,pioggia nebbia ,0,0,0,0,0,0
2018-02-01,Thursday,19,7,5,95,pioggia ,0,0,0,0,0,0
2018-02-02,Friday,34,6,4,90,pioggia ,0,0,0,0,0,0
2018-02-03,Saturday,49,4,4,84,pioggia ,0,0,0,0,0,0
2018-02-04,Sunday,38,4,-2,75,sole,0,0,0,0,0,0
2018-02-06,Tuesday,25,6,4,69,pioggia ,0,0,0,0,0,0
2018-02-07,Wednesday,25,5,4,88,pioggia ,0,0,0,0,0,0
2018-02-08,Thursday,26,6,2,85,sole,Giovedì Grasso,0,0,0,0,0
2018-02-09,Friday,31,6,2,87,pioggia nebbia ,0,1,0,0,0,0
2018-02-10,Saturday,47,5,1,83,pioggia temporale ,0,0,0,0,0,0
2018-02-11,Sunday,35,4,1,78,sole,Carnevale,0,0,1,0,0
2018-02-13,Tuesday,28,4,0,75,sole,Martedì Grasso,0,0,0,0,0
2018-02-14,Wednesday,34,2,-3,68,sole,San Valentino,0,0,0,0,0
2018-02-15,Thursday,23,2,-3,68,sole,0,0,0,0,0,0
2018-02-16,Friday,32,3,-2,72,sole,0,0,0,0,0,0
2018-02-17,Saturday,43,4,-1,76,pioggia ,0,1,0,0,0,0
2018-02-18,Sunday,39,5,4,82,pioggia nebbia ,0,0,1,0,0,0
2018-02-20,Tuesday,16,4,1,66,sole,0,0,0,0,0,0
2018-02-21,Wednesday,21,4,1,71,sole,0,0,0,0,0,0
2018-02-22,Thursday,26,4,4,72,pioggia ,0,0,0,0,0,0
2018-02-23,Friday,24,5,3,78,pioggia ,0,0,0,0,0,0
2018-02-24,Saturday,39,6,4,75,pioggia ,0,0,0,0,1,0
2018-02-25,Sunday,38,2,0,58,sole,0,0,0,1,0,0
2018-02-27,Tuesday,25,-3,-6,62,sole,0,0,0,0,0,0
2018-02-28,Wednesday,19,-3,-5,68,sole,0,0,0,0,0,0
2018-03-02,Friday,38,-1,-2,96,pioggia neve ,0,0,0,0,1,0
2018-03-03,Saturday,51,1,-1,95,pioggia neve nebbia ,0,0,0,0,0,0
2018-03-04,Sunday,40,2,0,96,nebbia ,0,0,0,0,0,0
2018-03-06,Tuesday,23,6,4,94,pioggia nebbia ,0,0,0,0,0,0
2018-03-07,Wednesday,25,7,3,89,pioggia nebbia ,0,0,0,0,0,0
2018-03-08,Thursday,32,8,1,70,sole,0,0,0,0,0,0
2018-03-09,Friday,28,9,2,75,sole,0,0,0,0,0,0
2018-03-10,Saturday,56,9,8,87,pioggia ,0,0,0,0,0,0
2018-03-11,Sunday,31,9,8,93,pioggia ,0,0,0,0,1,0
2018-03-11,Sunday,31,9,8,93,pioggia ,0,0,0,0,0,1
2018-03-13,Tuesday,27,10,5,81,pioggia temporale nebbia ,0,0,0,0,0,0
2018-03-14,Wednesday,21,9,4,85,nebbia ,0,0,0,0,0,1
2018-03-15,Thursday,24,8,5,87,pioggia nebbia ,0,0,0,0,0,0
2018-03-16,Friday,33,10,7,76,pioggia ,0,0,0,0,0,0
2018-03-17,Saturday,51,9,8,86,pioggia ,0,0,0,0,0,0
2018-03-18,Sunday,38,8,6,78,pioggia ,0,0,0,1,0,0
2018-03-18,Sunday,38,8,6,78,pioggia ,0,1,1,0,0,0
2018-03-20,Tuesday,16,6,3,76,pioggia nebbia ,0,0,0,0,0,0
2018-03-21,Wednesday,25,6,3,49,sole,0,0,0,0,0,0
2018-03-22,Thursday,28,5,0,51,sole,0,0,0,0,0,0
2018-03-23,Friday,31,6,0,60,sole,0,0,0,0,0,0
2018-03-24,Saturday,45,8,1,58,sole,0,0,0,0,0,0
2018-03-25,Sunday,29,9,5,58,sole,Domenica delle Palme,0,0,0,0,0
2018-03-27,Tuesday,22,12,6,53,sole,0,0,0,0,0,0
2018-03-28,Wednesday,21,13,4,62,sole,0,0,0,0,0,0
2018-03-29,Thursday,28,12,10,76,pioggia ,0,0,0,0,0,0
2018-03-30,Friday,19,13,8,74,pioggia temporale ,0,0,0,0,0,0
2018-03-31,Saturday,31,10,8,80,pioggia ,0,1,0,0,0,0
2018-03-31,Saturday,31,10,8,80,pioggia ,0,0,1,0,0,1
2018-03-31,Saturday,31,10,8,80,pioggia ,0,0,0,1,1,0
2018-04-03,Tuesday,21,12,6,72,sole,0,0,0,0,0,0
2018-04-04,Wednesday,20,11,9,83,sole,0,0,1,0,1,0
2018-04-04,Wednesday,20,11,9,83,sole,0,1,0,0,0,0
2018-04-05,Thursday,13,13,9,82,sole,0,0,0,0,0,0
2018-04-06,Friday,28,13,6,80,sole,0,0,0,0,0,0
2018-04-07,Saturday,42,14,9,70,sole,0,0,0,0,0,0
2018-04-08,Sunday,39,14,8,58,sole,0,0,0,0,0,0
2018-04-10,Tuesday,29,13,9,86,sole,0,0,0,0,0,0
2018-04-11,Wednesday,27,11,6,87,sole,0,1,0,0,0,0
2018-04-12,Thursday,31,14,13,80,sole,0,0,0,0,0,0
2018-04-13,Friday,30,13,7,74,sole,0,0,0,0,0,0
2018-04-14,Saturday,30,16,8,60,sole,0,1,0,0,0,0
2018-04-15,Sunday,39,15,10,74,sole,0,0,0,0,0,1
2018-04-15,Sunday,39,15,10,74,sole,0,0,1,0,0,0
2018-04-17,Tuesday,21,18,12,68,sole,0,0,0,0,1,0
2018-04-18,Wednesday,17,19,12,60,sole,0,0,0,1,0,0
2018-04-19,Thursday,32,21,13,43,sole,0,0,0,0,0,0
2018-04-20,Friday,28,20,11,55,sole,0,0,0,0,0,0
2018-04-21,Saturday,32,20,11,53,sole,0,0,1,0,0,0
2018-04-22,Sunday,30,20,12,52,sole,0,1,0,0,1,0
2018-04-22,Sunday,30,20,12,52,sole,0,0,0,0,0,1
2018-04-24,Tuesday,24,19,12,67,sole,0,0,0,0,0,0
2018-04-25,Wednesday,33,20,13,66,sole,Anniversario della Liberazione,0,0,0,0,0
2018-04-26,Thursday,22,20,13,67,sole,0,0,0,0,0,0
2018-04-27,Friday,17,19,15,55,sole,0,0,0,0,0,0
2018-04-28,Saturday,34,19,11,61,sole,0,0,0,0,1,1
2018-04-29,Sunday,43,20,14,62,sole,0,0,0,1,0,0
2018-04-30,Monday,24,18,12,57,sole,0,0,0,0,0,0
2018-05-01,Tuesday,34,15,9,59,pioggia ,Festa dei Lavoratori,1,0,0,0,0
2018-05-02,Wednesday,27,14,11,82,pioggia ,0,0,0,0,0,0
2018-05-03,Thursday,17,17,12,81,pioggia temporale ,0,0,0,0,0,0
2018-05-04,Friday,28,18,14,79,pioggia temporale ,0,0,0,0,0,0
2018-05-05,Saturday,47,19,13,74,sole,0,0,0,0,0,1
2018-05-05,Saturday,47,19,13,74,sole,0,0,1,1,0,0
2018-05-06,Sunday,46,21,15,69,pioggia temporale ,0,0,0,0,0,0
2018-05-08,Tuesday,29,20,14,68,pioggia temporale ,0,0,0,0,0,0
2018-05-09,Wednesday,30,18,13,71,pioggia temporale ,0,0,0,0,0,0
2018-05-10,Thursday,32,18,14,77,pioggia ,0,0,0,1,0,0
2018-05-11,Friday,44,18,13,79,pioggia temporale ,0,0,0,0,0,0
2018-05-12,Saturday,33,21,15,69,sole,0,0,0,0,0,0
2018-05-13,Sunday,40,19,15,77,pioggia temporale ,Festa della Mamma,0,0,1,0,0
2018-05-15,Tuesday,26,13,10,81,pioggia ,0,0,0,0,0,0
2018-05-16,Wednesday,26,15,8,76,sole,0,0,0,0,0,0
2018-05-17,Thursday,36,16,13,79,pioggia temporale ,0,0,0,0,0,0
2018-05-18,Friday,25,18,11,71,pioggia temporale ,0,0,0,0,0,0
2018-05-19,Saturday,34,20,13,61,sole,0,0,0,1,0,1
2018-05-20,Sunday,40,20,13,59,sole,Pentecoste,0,1,0,0,0
2018-05-20,Sunday,40,20,13,59,sole,Pentecoste,1,0,0,0,0
2018-05-22,Tuesday,30,17,16,84,pioggia ,0,0,0,0,0,0
2018-05-23,Wednesday,31,18,14,83,pioggia temporale nebbia ,0,0,0,0,0,0
2018-05-24,Thursday,20,22,17,70,sole,0,0,0,0,0,0
2018-05-25,Friday,39,23,15,68,sole,0,0,0,0,0,0
2018-05-26,Saturday,37,24,18,62,sole,0,0,0,0,0,0
2018-05-27,Sunday,45,24,20,65,pioggia temporale ,0,0,0,0,0,0
2018-05-29,Tuesday,30,23,19,73,pioggia temporale ,0,0,0,0,0,0
2018-05-30,Wednesday,30,23,19,74,pioggia ,0,0,0,0,0,0
2018-05-31,Thursday,28,23,19,72,pioggia temporale ,0,0,0,0,0,0
2018-06-01,Friday,23,25,20,56,sole,0,0,1,0,0,0
2018-06-02,Saturday,34,23,16,63,sole,Festa della Repubblica,0,0,0,0,0
2018-06-03,Sunday,42,24,15,63,sole,0,0,0,0,0,0
2018-06-05,Tuesday,24,23,16,68,sole,0,1,0,0,0,0
2018-06-06,Wednesday,30,23,16,70,sole,0,0,0,0,0,0
2018-06-07,Thursday,32,23,19,72,sole,0,0,0,0,0,0
2018-06-08,Friday,22,21,17,80,sole,0,0,0,0,0,0
2018-06-09,Saturday,34,23,16,69,sole,0,0,0,0,0,0
2018-06-10,Sunday,33,25,18,68,sole,0,0,0,0,0,0
2018-06-12,Tuesday,33,23,18,73,sole,0,0,0,0,0,0
2018-06-13,Wednesday,18,22,17,71,sole,0,0,0,0,0,0
2018-06-14,Thursday,34,23,19,59,sole,0,0,0,0,0,0
2018-06-15,Friday,22,22,16,60,sole,0,0,0,0,0,0
2018-06-16,Saturday,29,23,16,56,sole,0,0,0,0,0,0
2018-06-17,Sunday,43,25,18,56,sole,0,0,0,0,0,0
2018-06-19,Tuesday,25,25,19,58,sole,0,0,0,0,0,0
2018-06-20,Wednesday,25,26,21,55,sole,0,0,0,0,0,0
2018-06-21,Thursday,26,26,19,61,sole,0,0,0,0,0,0
2018-06-22,Friday,26,22,20,72,sole,0,0,0,0,0,0
2018-06-23,Saturday,32,21,18,50,sole,0,0,0,0,0,0
2018-06-24,Sunday,39,21,14,53,sole,0,0,0,0,0,0
2018-06-26,Tuesday,29,22,15,54,sole,0,0,0,0,0,0
2018-06-27,Wednesday,24,21,15,59,sole,0,0,0,0,0,0
2018-06-28,Thursday,23,22,14,55,sole,0,0,0,0,0,0
2018-06-29,Friday,26,25,17,49,sole,0,0,0,0,0,0
2018-06-30,Saturday,22,26,18,54,sole,0,0,0,0,0,0
2018-07-01,Sunday,42,25,22,62,sole,0,0,0,0,0,0
2018-07-03,Tuesday,30,25,20,69,sole,0,0,0,0,0,0
2018-07-04,Wednesday,25,24,19,67,sole,0,0,0,0,0,0
2018-07-05,Thursday,27,26,21,59,sole,0,0,0,0,0,0
2018-07-06,Friday,34,23,17,67,sole,0,0,0,0,0,0
2018-07-07,Saturday,39,25,16,55,sole,0,0,0,0,0,0
2018-07-08,Sunday,31,25,18,56,sole,0,0,0,0,0,0
2018-07-10,Tuesday,26,26,21,54,sole,0,1,1,0,0,0
2018-07-11,Wednesday,30,21,18,79,sole,0,0,0,0,0,0
2018-07-12,Thursday,24,24,19,71,sole,0,0,0,0,1,1
2018-07-13,Friday,26,25,19,70,sole,0,0,0,0,0,0
2018-07-14,Saturday,34,27,20,63,sole,0,0,0,0,0,0
2018-07-15,Sunday,47,26,19,63,sole,0,0,0,0,0,0
2018-07-17,Tuesday,27,24,16,71,sole,0,0,0,0,0,0
2018-07-18,Wednesday,27,26,18,52,sole,0,0,0,0,0,0
2018-07-19,Thursday,25,26,10,59,sole,0,0,0,0,0,0
2018-07-20,Friday,24,26,10,59,sole,0,0,0,0,0,0
2018-07-21,Saturday,31,23,18,72,sole,0,0,0,0,0,0
2018-07-22,Sunday,35,25,18,68,sole,0,0,0,0,0,0
2018-07-24,Tuesday,23,26,19,60,sole,0,0,0,0,0,0
2018-07-25,Wednesday,24,27,20,63,sole,0,0,0,0,0,0
2018-07-26,Thursday,28,25,19,66,sole,0,0,0,0,0,0
2018-07-27,Friday,25,26,19,61,sole,0,0,0,0,0,0
2018-07-28,Saturday,30,27,20,64,sole,0,0,0,0,0,0
2018-07-29,Sunday,40,27,20,65,sole,0,0,0,0,0,0
2018-07-31,Tuesday,32,29,22,61,sole,0,0,0,0,0,0
2018-08-01,Wednesday,27,30,24,59,sole,0,0,0,0,0,0
2018-08-02,Thursday,31,27,21,71,sole,0,0,0,0,0,0
2018-08-03,Friday,27,28,23,64,sole,0,0,0,0,0,0
2018-08-04,Saturday,32,28,23,62,sole,0,0,1,0,0,0
2018-08-04,Saturday,32,28,23,62,sole,0,0,0,1,0,0
2018-08-05,Sunday,37,29,23,61,sole,0,0,0,0,0,0
2018-08-07,Tuesday,25,28,22,59,sole,0,0,0,0,0,0
2018-08-08,Wednesday,26,27,22,65,sole,0,0,0,0,0,0
2018-08-09,Thursday,31,27,21,65,sole,0,0,0,0,0,0
2018-08-10,Friday,24,25,19,69,sole,0,0,0,0,0,0
2018-08-11,Saturday,22,27,21,64,sole,0,0,0,0,0,0
2018-08-12,Sunday,30,27,23,57,sole,0,0,0,0,0,0
2018-08-14,Tuesday,26,21,20,87,sole,0,0,0,0,0,0
2018-08-16,Thursday,21,25,21,54,sole,0,0,0,0,0,0
2018-08-17,Friday,25,25,18,55,sole,0,0,0,0,0,0
2018-08-18,Saturday,17,26,19,56,sole,0,1,0,0,0,1
2018-08-19,Sunday,27,28,21,50,sole,0,0,0,0,0,0
2018-08-21,Tuesday,31,28,21,48,sole,0,0,0,0,0,0
2018-08-22,Wednesday,22,27,19,52,sole,0,0,0,0,0,0
2018-08-23,Thursday,22,27,20,55,sole,0,0,0,0,0,0
2018-08-24,Friday,30,26,19,59,sole,0,0,0,0,0,0
2018-08-25,Saturday,38,21,18,81,sole,0,0,0,0,0,1
2018-08-26,Sunday,39,19,15,64,sole,0,0,0,0,1,0
2018-08-26,Sunday,39,19,15,64,sole,0,0,0,1,0,0
2018-08-28,Tuesday,27,21,13,58,sole,0,0,0,0,0,0
2018-08-29,Wednesday,29,23,16,53,sole,0,0,0,0,0,0
2018-08-30,Thursday,21,24,18,58,sole,0,0,0,0,0,0
2018-08-31,Friday,33,22,19,71,sole,0,0,1,0,0,0
2018-09-01,Saturday,41,19,16,83,pioggia temporale ,0,0,0,0,0,0
2018-09-02,Sunday,42,18,16,86,pioggia ,0,0,0,0,0,0
2018-09-04,Tuesday,25,20,13,71,sole,0,0,0,0,0,0
2018-09-05,Wednesday,31,21,16,71,sole,0,0,0,0,0,0
2018-09-06,Thursday,29,22,17,70,pioggia temporale ,0,0,0,0,0,0
2018-09-07,Friday,32,21,19,84,pioggia temporale ,0,0,0,0,0,0
2018-09-08,Saturday,36,22,16,75,sole,0,0,0,0,0,0
2018-09-09,Sunday,35,22,16,70,sole,0,0,0,0,0,0
2018-09-11,Tuesday,25,23,18,71,sole,0,0,0,0,0,0
2018-09-12,Wednesday,24,25,19,70,sole,0,0,1,0,0,0
2018-09-13,Thursday,35,24,19,75,sole,0,0,0,0,0,0
2018-09-14,Friday,27,23,18,74,sole,0,0,0,0,0,0
2018-09-15,Saturday,35,23,19,73,pioggia temporale ,0,0,0,0,1,0
2018-09-16,Sunday,40,22,17,74,sole,0,0,0,0,0,1
2018-09-16,Sunday,40,22,17,74,sole,0,0,0,1,0,0
2018-09-18,Tuesday,26,22,19,73,sole,0,0,0,0,0,0
2018-09-19,Wednesday,37,22,16,76,sole,0,0,0,0,0,0
2018-09-20,Thursday,26,23,17,72,sole,0,0,0,0,0,0
2018-09-21,Friday,37,23,16,69,sole,0,0,0,0,0,0
2018-09-22,Saturday,39,22,16,73,sole,0,0,0,0,0,0
2018-09-23,Sunday,40,21,15,74,sole,0,1,0,0,0,0
2018-09-23,Sunday,40,21,15,74,sole,0,0,1,0,0,0
2018-09-25,Tuesday,31,16,10,43,sole,0,0,0,0,1,0
2018-09-25,Tuesday,31,16,10,43,sole,0,0,0,1,0,0
2018-09-26,Wednesday,29,14,10,49,sole,0,0,0,0,0,1
2018-09-27,Thursday,33,14,6,65,sole,0,0,0,0,0,0
2018-09-28,Friday,40,17,7,56,sole,0,0,0,0,0,0
2018-09-29,Saturday,36,20,12,50,sole,0,0,0,0,1,0
2018-09-29,Saturday,36,20,12,50,sole,0,0,0,0,0,1
2018-09-30,Sunday,46,17,14,50,sole,0,1,0,0,0,0
2018-10-02,Tuesday,24,14,11,74,pioggia ,0,0,0,0,0,0
2018-10-03,Wednesday,27,14,8,73,sole,0,1,0,1,0,0
2018-10-04,Thursday,27,16,9,66,sole,0,0,0,0,0,0
2018-10-05,Friday,43,16,9,67,pioggia ,0,0,0,0,0,0
2018-10-06,Saturday,51,16,14,83,pioggia ,0,0,0,0,0,0
2018-10-07,Sunday,50,17,14,87,pioggia nebbia ,0,0,0,0,0,0
2018-10-09,Tuesday,26,18,13,79,sole,0,0,0,0,0,0
2018-10-10,Wednesday,26,18,13,73,sole,0,0,0,0,0,0
2018-10-11,Thursday,26,18,13,64,sole,0,0,0,0,0,0
2018-10-12,Friday,40,18,13,77,sole,0,0,0,0,0,0
2018-10-13,Saturday,37,17,11,75,sole,0,0,0,0,0,0
2018-10-14,Sunday,37,17,10,69,sole,0,0,0,0,0,0
2018-10-16,Tuesday,30,16,12,71,sole,0,0,0,0,0,0
2018-10-17,Wednesday,24,17,14,78,pioggia ,0,0,0,0,0,0
2018-10-18,Thursday,25,18,13,75,sole,0,0,0,0,0,0
2018-10-19,Friday,42,17,11,74,sole,0,0,0,0,0,0
2018-10-20,Saturday,37,16,11,73,sole,0,0,0,0,0,1
2018-10-21,Sunday,47,14,10,76,pioggia ,0,0,1,0,1,0
2018-10-21,Sunday,47,14,10,76,pioggia ,0,1,0,0,0,0
2018-10-23,Tuesday,20,13,5,64,sole,0,0,0,0,0,0
2018-10-24,Wednesday,27,14,8,71,sole,0,0,0,0,0,0
2018-10-25,Thursday,35,15,9,80,sole,0,0,0,0,0,0
2018-10-26,Friday,38,15,13,85,pioggia ,0,0,0,0,0,0
2018-10-27,Saturday,51,15,12,92,pioggia ,0,0,0,1,0,0
2018-10-28,Sunday,52,16,11,90,pioggia temporale nebbia ,0,0,1,0,0,0
2018-10-30,Tuesday,24,13,9,76,pioggia ,0,0,0,0,0,0
2018-10-31,Wednesday,22,13,7,75,sole,0,0,1,0,0,0
2018-11-01,Thursday,46,15,11,80,pioggia ,Ognissanti,0,0,0,0,0
2018-11-02,Friday,34,13,12,93,pioggia ,Giorno dei Morti,1,0,0,0,0
2018-11-02,Friday,34,13,12,93,pioggia ,Giorno dei Morti,0,0,0,1,0
2018-11-03,Saturday,51,15,13,91,sole,0,0,0,0,0,1
2018-11-03,Saturday,51,15,13,91,sole,0,0,0,0,1,0
2018-11-04,Sunday,43,16,11,83,pioggia nebbia ,0,0,0,0,0,0
