date,Day,sales,t_media,t_min,umidità_percentuale,weather,holidays,Chievo,Milan,Verona,Inter,Juventus
2018-11-06,Tuesday,31,16,15,86,pioggia ,0,0,0,0,0,0
2018-11-07,Wednesday,26,15,14,90,pioggia ,0,0,0,0,0,0
2018-11-08,Thursday,35,14,11,89,nebbia ,0,0,0,0,0,0
2018-11-09,Friday,33,12,9,98,nebbia ,0,0,0,0,0,0
2018-11-10,Saturday,51,12,11,93,pioggia nebbia ,0,0,0,0,0,0
2018-11-11,Sunday,42,13,12,89,pioggia ,0,0,1,0,0,1
2018-11-11,Sunday,42,13,12,89,pioggia ,0,1,0,0,0,0
2018-11-13,Tuesday,33,14,12,94,nebbia ,0,0,0,0,0,0
2018-11-14,Wednesday,27,12,8,89,nebbia ,0,0,0,0,0,0
2018-11-15,Thursday,37,10,6,88,nebbia ,0,0,0,0,0,0
2018-11-16,Friday,40,9,5,67,sole,0,0,0,0,0,0
2018-11-17,Saturday,45,8,5,56,sole,0,0,0,0,0,0
2018-11-18,Sunday,45,6,2,55,sole,0,0,0,0,0,0
2018-11-20,Tuesday,24,5,3,90,pioggia ,0,0,0,0,0,0
2018-11-21,Wednesday,17,6,0,85,sole,0,0,0,0,0,0
2018-11-22,Thursday,35,8,6,92,sole,0,0,0,0,0,0
2018-11-23,Friday,36,8,5,97,pioggia nebbia ,0,0,0,1,0,0
2018-11-24,Saturday,40,10,8,93,pioggia nebbia ,0,0,0,0,1,0
2018-11-24,Saturday,40,10,8,93,pioggia nebbia ,0,0,0,0,0,1
2018-11-25,Sunday,42,10,9,88,pioggia ,0,0,0,0,0,0
2018-11-27,Tuesday,33,10,8,85,pioggia ,0,0,0,0,0,0
2018-11-28,Wednesday,23,7,3,85,sole,0,0,0,0,0,0
2018-11-29,Thursday,27,4,-1,81,sole,0,0,0,0,0,0
2018-11-30,Friday,40,2,-1,84,sole,0,0,0,0,0,0
2018-12-01,Saturday,43,3,-1,89,nebbia ,0,0,0,0,0,0
2018-12-02,Sunday,38,2,-2,95,nebbia ,0,0,0,0,0,0
2018-12-04,Tuesday,24,5,0,95,nebbia ,0,0,0,0,0,0
2018-12-05,Wednesday,22,6,0,90,nebbia ,0,0,0,0,1,0
2018-12-06,Thursday,34,6,3,93,pioggia nebbia ,0,0,0,0,0,0
2018-12-07,Friday,37,3,1,98,pioggia nebbia ,0,0,0,0,0,0
2018-12-08,Saturday,43,8,2,89,pioggia nebbia ,Immacolata Concezione,0,0,0,0,0
2018-12-09,Sunday,46,5,0,85,nebbia ,0,0,0,0,0,0
2018-12-11,Tuesday,26,5,-2,54,sole,0,0,0,0,0,0
2018-12-12,Wednesday,30,0,-2,54,sole,0,0,0,0,0,0
2018-12-13,Thursday,31,-1,-3,67,sole,0,0,0,0,0,0
2018-12-14,Friday,38,-2,-3,75,sole,0,0,0,0,0,0
2018-12-15,Saturday,52,-3,-5,82,sole,0,0,0,0,1,0
2018-12-16,Sunday,42,-1,-3,85,neve ,0,0,0,0,0,0
2018-12-18,Tuesday,27,-2,-5,90,nebbia ,0,0,0,0,0,0
2018-12-19,Wednesday,32,1,-4,94,pioggia nebbia ,0,0,0,0,0,0
2018-12-20,Thursday,29,4,2,92,nebbia ,0,0,0,0,0,0
2018-12-21,Friday,33,1,-1,99,nebbia ,0,0,0,0,0,0
2018-12-22,Saturday,41,3,0,94,nebbia ,0,0,0,0,0,1
2018-12-22,Saturday,41,3,0,94,nebbia ,0,1,0,0,1,0
2018-12-22,Saturday,41,3,0,94,nebbia ,0,0,1,0,0,0
2018-12-23,Sunday,42,0,-3,99,nebbia ,0,0,0,0,0,0
2018-12-26,Wednesday,19,0,-1,100,nebbia ,Santo Stefano,0,0,0,1,0
2018-12-27,Thursday,23,0,-2,100,nebbia ,0,0,0,1,0,0
2018-12-28,Friday,29,1,-2,97,nebbia ,0,0,0,0,0,0
2018-12-29,Saturday,32,2,-3,91,nebbia ,0,1,0,0,0,0
2018-12-29,Saturday,32,2,-3,91,nebbia ,0,0,1,0,0,0
2018-12-29,Saturday,32,2,-3,91,nebbia ,0,0,0,0,0,1
2018-12-30,Sunday,22,4,-1,75,sole,0,0,0,0,0,0
2018-12-31,Monday,6,2,-3,88,nebbia ,Ultimo dell'Anno,0,0,0,0,0
2019-01-02,Wednesday,23,2,-3,89,nebbia ,0,0,0,0,0,0
2019-01-03,Thursday,22,3,-4,49,sole,0,0,0,0,0,0
2019-01-04,Friday,27,-1,-6,63,sole,0,0,0,0,0,0
2019-01-05,Saturday,45,-1,-5,77,sole,0,0,0,1,0,0
2019-01-06,Sunday,34,1,-5,78,sole,Epifania,0,0,0,0,0
2019-01-08,Tuesday,29,1,-1,97,nebbia ,0,0,0,0,0,0
2019-01-09,Wednesday,25,1,-2,91,nebbia ,0,0,0,0,0,0
2019-01-10,Thursday,32,6,0,37,sole,0,0,0,0,0,0
2019-01-11,Friday,32,1,-4,71,sole,0,0,0,0,0,0
2019-01-12,Saturday,55,0,-4,85,sole,0,0,0,1,0,0
2019-01-12,Saturday,55,0,-4,85,sole,0,0,0,0,0,1
2019-01-12,Saturday,55,0,-4,85,sole,0,0,0,0,1,0
2019-01-13,Sunday,33,1,-4,78,sole,0,0,0,0,0,0
2019-01-15,Tuesday,25,4,-3,58,sole,0,0,0,0,0,0
2019-01-16,Wednesday,31,3,-3,69,sole,0,0,0,0,0,0
2019-01-17,Thursday,22,5,3,88,pioggia ,0,0,0,0,0,0
2019-01-18,Friday,48,6,5,84,pioggia ,0,0,0,0,0,0
2019-01-19,Saturday,48,4,0,60,sole,0,0,0,0,1,0
2019-01-20,Sunday,44,1,-1,83,sole,0,0,0,0,0,0
2019-01-22,Tuesday,26,2,-3,66,sole,0,0,0,0,0,0
2019-01-24,Thursday,29,3,0,69,sole,0,0,0,0,0,0
2019-01-25,Friday,21,1,-4,69,sole,0,0,0,0,0,0
2019-01-26,Saturday,50,-2,-7,85,nebbia ,0,0,1,0,0,0
2019-01-27,Sunday,41,1,-4,89,pioggia ,0,1,0,0,0,0
2019-01-29,Tuesday,32,2,-3,84,nebbia ,0,0,0,0,0,0
2019-01-30,Wednesday,30,3,0,72,pioggia ,0,0,0,0,0,0
2019-01-31,Thursday,29,3,0,91,pioggia nebbia ,0,0,0,0,0,0
2019-02-01,Friday,49,3,1,97,pioggia neve ,0,0,0,0,0,0
2019-02-02,Saturday,61,4,3,98,pioggia nebbia ,0,0,0,0,0,1
2019-02-03,Sunday,59,5,0,97,pioggia ,0,0,1,0,0,0
2019-02-05,Tuesday,27,5,-1,0,sole,0,0,0,0,0,0
2019-02-06,Wednesday,29,6,1,68,sole,0,0,0,0,0,0
2019-02-07,Thursday,33,4,-2,72,sole,0,0,0,0,0,0
2019-02-08,Friday,38,6,-1,69,sole,0,0,0,0,0,0
2019-02-09,Saturday,45,6,0,74,sole,0,0,0,0,0,0
2019-02-10,Sunday,52,7,5,88,pioggia ,0,0,0,0,0,0
2019-02-12,Tuesday,20,7,-1,44,sole,0,0,0,0,0,0
2019-02-13,Wednesday,30,6,0,59,sole,0,0,0,0,0,0
2019-02-14,Thursday,31,6,0,67,sole,San Valentino,0,0,0,0,0
2019-02-15,Friday,42,6,-1,69,sole,0,0,0,0,0,1
2019-02-16,Saturday,49,7,-1,67,sole,0,0,0,0,0,0
2019-02-17,Sunday,47,7,-1,67,sole,0,0,0,0,1,0
2019-02-19,Tuesday,33,6,-1,77,nebbia ,0,0,0,0,0,0
2019-02-20,Wednesday,37,5,0,89,nebbia ,0,0,0,0,0,0
2019-02-21,Thursday,26,6,-1,83,nebbia ,0,0,0,0,0,0
2019-02-22,Friday,41,8,-1,69,sole,0,0,1,0,0,0
2019-02-22,Friday,41,8,-1,69,sole,0,0,0,1,0,0
2019-02-23,Saturday,42,6,0,52,sole,0,0,0,0,0,0
2019-02-24,Sunday,42,3,-3,54,sole,0,1,0,0,0,0
2019-02-26,Tuesday,26,9,2,64,sole,0,0,0,0,0,0
2019-02-27,Wednesday,23,11,3,55,sole,0,0,0,0,0,0
2019-02-28,Thursday,36,10,1,67,sole,Giovedì Grasso,0,0,0,0,0
2019-03-01,Friday,27,8,2,77,sole,0,0,0,0,0,0
2019-03-02,Saturday,58,9,1,69,sole,0,0,0,0,1,0
2019-03-03,Sunday,44,10,1,65,sole,Carnevale,0,0,1,0,0
2019-03-05,Tuesday,35,8,4,79,sole,Martedì Grasso,0,0,0,0,1
2019-03-06,Wednesday,34,9,1,73,sole,0,0,0,0,0,0
2019-03-07,Thursday,24,13,10,64,sole,0,0,0,0,0,0
2019-03-08,Friday,24,11,4,63,sole,0,0,0,0,0,0
2019-03-09,Saturday,45,10,3,68,sole,0,0,0,0,0,0
2019-03-10,Sunday,45,10,4,77,sole,0,0,0,0,0,0
2019-03-12,Tuesday,35,9,-1,28,sole,0,0,0,0,0,0
2019-03-13,Wednesday,28,5,-1,58,sole,0,0,0,0,0,0
2019-03-14,Thursday,28,7,-1,61,sole,0,0,0,0,0,0
2019-03-15,Friday,25,10,1,66,sole,0,0,0,0,0,0
2019-03-16,Saturday,44,11,2,69,sole,0,0,0,1,0,0
2019-03-17,Sunday,47,11,4,72,sole,0,0,1,0,1,0
2019-03-19,Tuesday,25,7,1,60,sole,Festa di San Giuseppe,0,0,0,0,0
2019-03-20,Wednesday,27,8,2,51,sole,0,0,0,0,0,0
2019-03-21,Thursday,32,10,2,44,sole,0,0,0,0,0,0
2019-03-22,Friday,31,11,3,47,sole,0,0,0,0,0,0
2019-03-23,Saturday,47,14,4,45,sole,0,0,0,0,0,0
2019-03-24,Sunday,39,15,6,47,sole,0,0,0,0,0,0
2019-03-26,Tuesday,23,10,6,50,sole,0,0,0,0,0,0
2019-03-27,Wednesday,28,10,4,43,sole,0,0,0,0,0,0
2019-03-28,Thursday,35,10,3,48,sole,0,0,0,0,0,0
2019-03-29,Friday,33,11,5,49,sole,0,1,0,0,0,0
2019-03-30,Saturday,58,13,6,53,sole,0,0,0,0,0,1
2019-03-31,Sunday,45,14,5,42,sole,0,0,0,0,1,0
2019-04-02,Tuesday,26,16,9,48,sole,0,0,0,0,0,0
2019-04-03,Wednesday,22,14,12,64,sole,0,0,0,0,0,0
2019-04-04,Thursday,33,12,8,84,sole,0,0,0,0,0,0
2019-04-05,Friday,30,11,8,82,sole,0,1,0,0,0,0
2019-04-06,Saturday,49,12,10,79,sole,0,0,0,0,0,0
2019-04-07,Sunday,36,11,7,78,sole,0,0,0,0,0,0
2019-04-08,Monday,1,12,7,75,sole,0,0,0,0,0,0
2019-04-09,Tuesday,20,14,9,70,sole,0,0,0,0,0,0
2019-04-10,Wednesday,28,14,11,71,sole,0,0,0,0,0,0
2019-04-11,Thursday,34,12,11,87,sole,0,0,0,0,0,0
2019-04-12,Friday,26,12,11,72,sole,0,0,0,0,0,0
2019-04-13,Saturday,49,11,9,74,sole,0,0,1,0,0,0
2019-04-14,Sunday,55,10,8,69,sole,Domenica delle Palme,1,0,0,0,0
2019-04-16,Tuesday,33,13,5,62,sole,0,0,0,0,0,0
2019-04-17,Wednesday,30,14,6,59,sole,0,0,0,0,0,0
2019-04-18,Thursday,30,15,8,53,sole,0,0,0,0,0,0
2019-04-19,Friday,29,16,8,54,sole,0,0,0,0,0,0
2019-04-20,Saturday,33,16,8,50,sole,0,0,0,0,0,1
2019-04-20,Saturday,33,16,8,50,sole,0,0,0,0,1,0
2019-04-23,Tuesday,26,13,13,85,sole,0,0,0,0,0,0
2019-04-24,Wednesday,26,17,13,82,sole,0,0,0,0,0,0
2019-04-25,Thursday,36,15,10,85,sole,Anniversario della Liberazione,0,0,0,0,0
2019-04-26,Friday,28,16,11,79,sole,0,0,0,0,0,0
2019-04-27,Saturday,33,15,6,61,sole,0,0,0,0,1,1
2019-04-28,Sunday,38,12,9,68,sole,0,1,0,0,0,0
2019-04-30,Tuesday,31,15,7,58,sole,0,0,0,0,0,0
2019-05-01,Wednesday,30,17,9,54,sole,Festa dei Lavoratori,0,0,0,0,0
2019-05-02,Thursday,22,16,8,63,sole,0,0,0,0,0,0
2019-05-03,Friday,38,15,13,74,sole,0,0,0,0,0,0
2019-05-04,Saturday,34,14,11,79,sole,0,0,0,0,0,0
2019-05-05,Sunday,42,9,7,76,sole,0,0,0,0,0,0
2019-05-07,Tuesday,33,13,5,56,sole,0,0,0,0,0,0
2019-05-08,Wednesday,31,12,9,80,sole,0,0,0,0,0,0
2019-05-09,Thursday,27,14,10,78,sole,0,0,0,0,0,0
2019-05-10,Friday,40,16,9,72,sole,0,0,0,1,0,0
2019-05-11,Saturday,46,15,10,79,sole,0,0,0,0,0,0
2019-05-12,Sunday,44,12,10,77,sole,Festa della Mamma,0,0,0,0,0
2019-05-14,Tuesday,24,13,7,68,sole,0,0,0,0,0,0
2019-05-15,Wednesday,21,9,4,78,sole,0,0,0,0,0,0
2019-05-16,Thursday,24,14,6,69,sole,0,0,0,0,0,0
2019-05-17,Friday,34,16,11,62,sole,0,0,0,0,0,0
2019-05-18,Saturday,49,14,12,76,sole,0,0,0,0,0,0
2019-05-19,Sunday,34,14,12,89,sole,0,0,1,0,0,0
2019-05-19,Sunday,34,14,12,89,sole,0,1,0,0,0,0
2019-05-19,Sunday,34,14,12,89,sole,0,0,0,0,0,1
2019-05-21,Tuesday,32,16,13,79,sole,0,0,0,0,0,0
2019-05-22,Wednesday,30,18,12,77,sole,0,0,0,0,0,0
2019-05-23,Thursday,34,19,13,71,sole,0,0,0,0,0,0
2019-05-24,Friday,39,19,14,77,sole,0,0,0,0,0,0
2019-05-25,Saturday,39,18,15,79,sole,0,0,0,0,0,0
2019-05-26,Sunday,45,19,15,76,sole,0,0,0,0,1,0
2019-05-28,Tuesday,28,17,14,81,sole,0,0,0,0,0,0
2019-05-30,Thursday,33,17,13,71,sole,0,0,0,0,0,0
2019-05-31,Friday,34,18,11,60,sole,0,0,0,0,0,0
2019-06-01,Saturday,28,21,13,57,sole,0,0,0,0,0,0
2019-06-02,Sunday,28,23,14,56,sole,Festa della Repubblica,0,0,0,0,0
2019-06-04,Tuesday,26,25,18,60,sole,0,0,1,0,0,1
2019-06-05,Wednesday,27,24,18,68,sole,0,0,1,0,0,0
2019-06-06,Thursday,39,21,17,78,sole,0,0,0,0,0,0
2019-06-07,Friday,26,21,14,68,sole,0,0,0,0,0,0
2019-06-08,Saturday,29,24,17,60,sole,0,0,0,0,0,0
2019-06-09,Sunday,42,24,17,62,sole,Pentecoste,0,0,0,0,0
2019-06-11,Tuesday,28,27,21,53,sole,0,0,0,0,0,0
2019-06-12,Wednesday,23,26,22,51,sole,0,0,0,0,0,0
2019-06-13,Thursday,27,24,17,40,sole,0,0,0,0,0,0
2019-06-14,Friday,31,24,15,44,sole,0,0,0,0,0,0
2019-06-15,Saturday,24,26,19,53,sole,0,0,0,0,0,0
2019-06-16,Sunday,31,26,20,53,sole,0,0,0,0,0,0
2019-06-18,Tuesday,33,26,19,56,sole,0,0,0,0,0,0
2019-06-19,Wednesday,23,27,22,53,sole,0,0,0,0,0,0
2019-06-20,Thursday,33,26,20,54,sole,0,0,0,0,0,0
2019-06-21,Friday,32,26,19,51,sole,0,0,0,0,0,0
2019-06-22,Saturday,41,24,19,60,sole,0,0,0,0,0,0
2019-06-23,Sunday,45,24,16,59,sole,0,0,0,0,0,0
2019-06-25,Tuesday,20,28,21,55,sole,0,0,0,0,0,0
2019-06-26,Wednesday,16,30,22,57,sole,0,0,0,0,0,0
2019-06-27,Thursday,24,31,23,59,sole,0,0,0,0,0,0
2019-06-28,Friday,29,31,25,58,sole,0,0,0,0,0,0
2019-06-29,Saturday,29,29,24,48,sole,0,0,0,0,0,0
2019-06-30,Sunday,20,29,20,48,sole,0,0,0,0,0,0
2019-07-02,Tuesday,22,28,21,56,sole,0,0,0,0,0,0
2019-07-03,Wednesday,28,27,21,57,sole,0,0,0,0,0,0
2019-07-04,Thursday,28,25,18,64,sole,0,0,0,0,1,0
2019-07-05,Friday,35,27,20,58,sole,0,0,0,0,0,0
2019-07-06,Saturday,43,29,21,61,sole,0,0,0,0,0,0
2019-07-07,Sunday,57,26,21,64,sole,0,0,0,0,0,0
2019-07-09,Tuesday,39,24,21,64,sole,0,0,0,0,0,0
2019-07-10,Wednesday,32,24,20,57,sole,0,0,0,0,0,0
2019-07-11,Thursday,42,24,20,53,sole,0,0,0,0,0,0
2019-07-12,Friday,38,24,17,59,sole,0,1,0,0,0,0
2019-07-13,Saturday,48,23,19,65,sole,0,0,0,0,0,0
2019-07-14,Sunday,37,23,14,57,sole,0,0,0,0,0,0
2019-07-16,Tuesday,33,23,16,58,sole,0,0,0,0,0,0
2019-07-17,Wednesday,24,25,17,53,sole,0,0,0,0,0,0
2019-07-18,Thursday,30,24,20,61,sole,0,0,0,0,0,0
2019-07-19,Friday,34,25,18,61,sole,0,0,0,0,0,0
2019-07-20,Saturday,36,26,19,59,sole,0,0,0,0,0,0
2019-07-21,Sunday,30,27,21,59,sole,0,0,0,0,0,0
2019-07-23,Tuesday,26,29,23,60,sole,0,0,0,0,0,0
2019-07-24,Wednesday,23,30,23,54,sole,0,0,0,0,0,0
2019-07-25,Thursday,29,30,24,53,sole,0,0,0,0,0,0
2019-07-26,Friday,33,30,23,48,sole,0,0,0,0,0,0
2019-07-27,Saturday,29,24,18,72,sole,0,0,0,0,0,0
2019-07-28,Sunday,39,21,19,86,sole,0,0,0,0,0,0
2019-07-30,Tuesday,31,27,21,65,sole,0,0,0,0,0,0
2019-07-31,Wednesday,22,26,22,68,sole,0,0,0,0,0,0
2019-08-01,Thursday,26,28,21,59,sole,0,0,0,0,0,0
2019-08-02,Friday,31,24,18,75,sole,0,1,0,0,0,0
2019-08-03,Saturday,23,23,16,64,sole,0,0,0,0,0,1
2019-08-04,Sunday,29,25,20,61,sole,0,0,0,0,0,0
2019-08-06,Tuesday,28,26,21,68,sole,0,0,0,0,0,0
2019-08-07,Wednesday,27,24,20,81,sole,0,0,0,0,0,0
2019-08-08,Thursday,22,25,19,77,sole,0,0,0,0,0,0
2019-08-09,Friday,26,27,21,69,sole,0,0,0,0,0,0
2019-08-10,Saturday,12,28,23,65,sole,0,0,0,0,0,0
2019-08-11,Sunday,29,28,22,73,sole,0,0,0,0,0,0
2019-08-13,Tuesday,21,25,19,69,sole,0,0,0,0,0,0
2019-08-14,Wednesday,23,23,18,65,sole,0,0,0,0,0,0
2019-08-16,Friday,23,23,17,61,sole,0,0,0,0,0,0
2019-08-17,Saturday,26,23,17,63,sole,0,0,0,0,0,0
2019-08-18,Sunday,26,25,18,65,sole,0,0,0,0,0,0
2019-08-20,Tuesday,32,27,21,64,sole,0,0,0,0,0,0
2019-08-21,Wednesday,29,26,20,62,sole,0,0,0,0,0,0
2019-08-22,Thursday,23,25,21,60,sole,0,0,0,0,0,0
2019-08-23,Friday,34,24,20,70,sole,0,0,0,0,0,0
2019-08-24,Saturday,46,25,21,66,sole,0,0,0,0,0,0
2019-08-25,Sunday,35,25,19,65,sole,0,0,0,1,0,0
2019-08-27,Tuesday,33,26,20,63,sole,0,0,0,0,0,0
2019-08-28,Wednesday,33,25,21,67,sole,0,0,0,0,0,0
2019-08-29,Thursday,34,25,18,69,sole,0,0,0,0,0,0
2019-08-30,Friday,36,27,21,60,sole,0,1,0,0,0,0
2019-08-31,Saturday,41,26,22,64,sole,0,0,1,0,0,0
2019-08-31,Saturday,41,26,22,64,sole,0,0,0,0,0,1
2019-09-01,Sunday,39,25,18,66,sole,0,0,0,0,0,0
2019-09-03,Tuesday,32,23,19,60,sole,0,1,1,0,0,0
2019-09-04,Wednesday,28,21,16,62,sole,0,0,0,0,0,0
2019-09-05,Thursday,33,22,15,59,sole,0,0,0,0,0,0
2019-09-06,Friday,47,18,15,84,sole,0,0,0,0,0,0
2019-09-07,Saturday,38,19,15,71,sole,0,0,0,0,0,0
2019-09-08,Sunday,44,17,15,78,sole,0,0,0,0,0,0
2019-09-10,Tuesday,39,19,13,68,sole,0,0,0,0,0,0
2019-09-11,Wednesday,28,19,2,63,sole,0,0,0,1,1,0
2019-09-12,Thursday,38,22,14,63,sole,0,0,0,0,0,0
2019-09-13,Friday,35,22,15,64,sole,0,0,0,0,0,0
2019-09-14,Saturday,42,22,16,67,sole,0,0,0,0,1,0
2019-09-15,Sunday,50,23,17,68,sole,0,0,1,1,0,0
2019-09-17,Tuesday,27,24,20,71,sole,0,0,0,0,0,0
2019-09-18,Wednesday,35,22,18,84,sole,0,0,0,0,0,0
2019-09-19,Thursday,34,19,17,53,sole,0,0,0,0,0,0
2019-09-20,Friday,43,17,11,46,sole,0,0,0,0,0,0
2019-09-21,Saturday,38,15,8,63,sole,0,0,0,1,0,1
2019-09-21,Saturday,38,15,8,63,sole,0,0,1,0,1,0
2019-09-21,Saturday,38,15,8,63,sole,0,1,0,0,0,0
2019-09-22,Sunday,49,16,13,73,sole,0,0,0,0,0,0
2019-09-24,Tuesday,32,18,10,76,sole,0,0,0,1,0,0
2019-09-25,Wednesday,31,17,13,81,sole,0,0,0,0,1,0
2019-09-26,Thursday,33,19,14,77,sole,0,0,0,0,0,0
2019-09-27,Friday,27,19,14,79,sole,0,0,0,0,0,0
2019-09-28,Saturday,50,20,16,78,sole,0,0,0,0,0,1
2019-09-29,Sunday,50,19,14,76,sole,0,0,1,0,0,0
2019-09-29,Sunday,50,19,14,76,sole,0,1,0,0,0,0
2019-10-01,Tuesday,36,21,16,77,sole,0,0,0,0,0,0
2019-10-02,Wednesday,35,19,17,83,sole,0,0,1,0,0,0
2019-10-02,Wednesday,35,19,17,83,sole,0,0,0,1,0,0
2019-10-03,Thursday,37,15,11,69,sole,0,0,0,0,1,0
2019-10-04,Friday,45,14,8,71,sole,0,0,0,0,0,0
2019-10-05,Saturday,48,15,9,75,sole,0,0,0,0,0,0
2019-10-06,Sunday,47,15,10,74,sole,0,0,0,0,0,0
2019-10-08,Tuesday,24,15,9,75,sole,0,0,0,0,0,0
2019-10-09,Wednesday,30,15,10,82,sole,0,0,0,0,0,0
2019-10-10,Thursday,36,15,11,87,sole,0,0,0,0,0,0
2019-10-11,Friday,48,15,11,79,sole,0,0,1,0,0,1
2019-10-12,Saturday,53,14,8,83,sole,0,0,0,0,0,0
2019-10-13,Sunday,45,14,10,86,sole,0,0,0,0,0,0
2019-10-15,Tuesday,34,18,15,85,sole,0,0,0,0,0,0
2019-10-16,Wednesday,42,14,10,91,sole,0,0,0,0,0,0
2019-10-17,Thursday,41,15,8,82,sole,0,0,0,0,0,0
2019-10-18,Friday,37,16,14,87,sole,0,0,0,0,0,0
2019-10-19,Saturday,53,16,14,88,sole,0,0,0,0,0,1
2019-10-20,Sunday,59,18,12,78,sole,0,0,1,0,0,0
2019-10-20,Sunday,59,18,12,78,sole,0,1,0,0,0,0
2019-10-22,Tuesday,41,18,13,87,sole,0,0,0,0,0,0
2019-10-23,Wednesday,38,17,12,86,sole,0,0,0,0,0,0
2019-10-24,Thursday,44,16,13,95,sole,0,0,0,0,0,0
2019-10-25,Friday,42,17,12,84,sole,0,0,0,1,0,0
2019-10-26,Saturday,57,15,9,80,sole,0,0,0,0,1,0
2019-10-27,Sunday,48,14,8,84,sole,0,0,0,0,0,0
2019-10-29,Tuesday,36,15,13,95,sole,0,1,0,0,0,0
2019-10-30,Wednesday,37,13,12,69,sole,0,0,0,0,0,1
2019-10-31,Thursday,37,11,11,72,sole,0,0,1,0,0,0
2019-11-01,Friday,49,11,9,75,sole,Ognissanti,0,0,0,0,0
2019-11-02,Saturday,65,11,9,91,sole,Giorno dei Morti,0,0,0,0,0
2019-11-03,Sunday,52,12,10,98,sole,0,0,0,0,0,0
2019-11-05,Tuesday,44,13,8,92,sole,0,0,0,1,0,0
2019-11-06,Wednesday,45,10,6,91,sole,0,0,0,0,0,0
2019-11-07,Thursday,30,10,3,89,sole,0,0,0,0,0,0
2019-11-08,Friday,50,11,8,89,sole,0,0,0,0,0,0
2019-11-09,Saturday,60,9,4,87,sole,0,0,0,0,0,0
2019-11-10,Sunday,51,8,3,77,sole,0,0,0,0,0,0
2019-11-12,Tuesday,27,9,8,92,sole,0,0,0,0,0,0
2019-11-13,Wednesday,32,10,7,65,sole,0,0,0,0,0,0
2019-11-14,Thursday,35,8,2,67,sole,0,0,0,0,0,0
2019-11-15,Friday,54,10,6,87,sole,0,0,0,0,0,0
2019-11-16,Saturday,52,8,5,92,sole,0,0,0,0,0,0
2019-11-17,Sunday,43,9,5,89,sole,0,0,0,0,0,0
